from,open,close,min,max,volume,fib_1,fib_2,fib_3,fib_4,fib_5,prediction
2023-08-01 16:48:00,1.076275,1.076155,1.076135,1.076295,0,0.07615499999999997,0.07628499999999994,-0.9237850000000001,-1.923935,-3.923985,1.076035
2023-08-01 16:49:00,1.076155,1.075985,1.075985,1.076215,0,0.07598499999999997,0.07615499999999997,-0.9237150000000001,-1.923785,-3.923935,1.075905
2023-08-01 16:50:00,1.075975,1.075795,1.075785,1.075975,0,0.07579500000000006,0.07598499999999997,-0.923845,-1.923715,-3.923785,1.075755
2023-08-01 16:51:00,1.075785,1.075795,1.075715,1.075795,0,0.07579500000000006,0.07579500000000006,-0.924015,-1.923845,-3.923715,1.075725
2023-08-01 16:52:00,1.075795,1.075985,1.075775,1.075985,0,0.07598499999999997,0.07579500000000006,-0.9242049999999999,-1.924015,-3.923845,1.075695
2023-08-01 16:53:00,1.075995,1.076035,1.075995,1.076105,0,0.07603500000000007,0.07598499999999997,-0.9242049999999999,-1.924205,-3.924015,1.075525
2023-08-01 16:54:00,1.076045,1.075905,1.075845,1.076065,0,0.07590499999999989,0.07603500000000007,-0.924015,-1.924205,-3.9242049999999997,1.075505
2023-08-01 16:55:00,1.075915,1.075755,1.075725,1.075925,0,0.07575500000000002,0.07590499999999989,-0.9239649999999999,-1.924015,-3.9242049999999997,1.075555
2023-08-01 16:56:00,1.075745,1.075725,1.075695,1.075795,0,0.07572500000000004,0.07575500000000002,-0.9240950000000001,-1.923965,-3.924015,1.075635
2023-08-01 16:57:00,1.075725,1.075695,1.075635,1.075725,0,0.07569500000000007,0.07572500000000004,-0.924245,-1.924095,-3.923965,1.075685
2023-08-01 16:58:00,1.075705,1.075525,1.075525,1.075735,0,0.07552500000000006,0.07569500000000007,-0.924275,-1.924245,-3.9240950000000003,1.075755
2023-08-01 16:59:00,1.075515,1.075505,1.075375,1.075525,0,0.07550499999999993,0.07552500000000006,-0.9243049999999999,-1.924275,-3.924245,1.075695
2023-08-01 17:00:00,1.075515,1.075555,1.075435,1.075555,0,0.07555500000000004,0.07550499999999993,-0.9244749999999999,-1.924305,-3.9242749999999997,1.075655
2023-08-01 17:01:00,1.075555,1.075635,1.075535,1.075655,0,0.0756349999999999,0.07555500000000004,-0.9244950000000001,-1.924475,-3.924305,1.075655
2023-08-01 17:02:00,1.075635,1.075685,1.075495,1.075685,0,0.075685,0.0756349999999999,-0.924445,-1.924495,-3.924475,1.075715
2023-08-01 17:03:00,1.075695,1.075755,1.075685,1.075765,0,0.07575500000000002,0.075685,-0.9243650000000001,-1.924445,-3.9244950000000003,1.075765
2023-08-01 17:04:00,1.075735,1.075695,1.075695,1.075825,0,0.07569500000000007,0.07575500000000002,-0.924315,-1.924365,-3.924445,1.075705
2023-08-01 17:05:00,1.075695,1.075655,1.075655,1.075765,0,0.07565500000000003,0.07569500000000007,-0.924245,-1.924315,-3.924365,1.075635
2023-08-01 17:06:00,1.075645,1.075655,1.075595,1.075715,0,0.07565500000000003,0.07565500000000003,-0.9243049999999999,-1.924245,-3.924315,1.075645
2023-08-01 17:07:00,1.075665,1.075715,1.075585,1.075745,0,0.07571499999999998,0.07565500000000003,-0.924345,-1.924305,-3.924245,1.075495
2023-08-01 17:08:00,1.075715,1.075765,1.075715,1.075795,0,0.07576500000000008,0.07571499999999998,-0.924345,-1.924345,-3.924305,1.075615
2023-08-01 17:09:00,1.075745,1.075705,1.075695,1.075815,0,0.07570499999999991,0.07576500000000008,-0.924285,-1.924345,-3.9243449999999998,1.075535
2023-08-01 17:10:00,1.075695,1.075635,1.075635,1.075715,0,0.0756349999999999,0.07570499999999991,-0.9242349999999999,-1.924285,-3.9243449999999998,1.075375
2023-08-01 17:11:00,1.075625,1.075645,1.075605,1.075665,0,0.07564499999999996,0.0756349999999999,-0.9242950000000001,-1.924235,-3.9242850000000002,1.075335
2023-08-01 17:12:00,1.075665,1.075495,1.075485,1.075675,0,0.07549500000000009,0.07564499999999996,-0.9243650000000001,-1.924295,-3.924235,1.075435
2023-08-01 17:13:00,1.075495,1.075615,1.075475,1.075625,0,0.07561499999999999,0.07549500000000009,-0.924355,-1.924365,-3.924295,1.075275
2023-08-01 17:14:00,1.075615,1.075535,1.075475,1.075625,0,0.07553499999999991,0.07561499999999999,-0.9245049999999999,-1.924355,-3.924365,1.075255
2023-08-01 17:15:00,1.075525,1.075375,1.075375,1.075535,0,0.07537499999999997,0.07553499999999991,-0.924385,-1.924505,-3.9243550000000003,1.075425
2023-08-01 17:16:00,1.075375,1.075335,1.075335,1.075475,0,0.07533499999999993,0.07537499999999997,-0.9244650000000001,-1.924385,-3.924505,1.075535
2023-08-01 17:17:00,1.075345,1.075435,1.075345,1.075485,0,0.07543499999999992,0.07533499999999993,-0.924625,-1.924465,-3.924385,1.075545
2023-08-01 17:18:00,1.075435,1.075275,1.075275,1.075455,0,0.07527499999999998,0.07543499999999992,-0.9246650000000001,-1.924625,-3.924465,1.075505
2023-08-01 17:19:00,1.075285,1.075255,1.075165,1.075305,0,0.07525500000000007,0.07527499999999998,-0.9245650000000001,-1.924665,-3.924625,1.075365
2023-08-01 17:20:00,1.075265,1.075425,1.075245,1.075455,0,0.07542500000000008,0.07525500000000007,-0.924725,-1.924565,-3.924665,1.075195
2023-08-01 17:21:00,1.075425,1.075535,1.075415,1.075535,0,0.07553499999999991,0.07542500000000008,-0.9247449999999999,-1.924725,-3.9245650000000003,1.075435
2023-08-01 17:22:00,1.075545,1.075545,1.075495,1.075605,0,0.07554499999999997,0.07553499999999991,-0.9245749999999999,-1.924745,-3.924725,1.075415
2023-08-01 17:23:00,1.075565,1.075505,1.075505,1.075625,0,0.07550499999999993,0.07554499999999997,-0.9244650000000001,-1.924575,-3.9247449999999997,1.075415
2023-08-01 17:24:00,1.075505,1.075365,1.075365,1.075535,0,0.0753649999999999,0.07550499999999993,-0.924455,-1.924465,-3.924575,1.075285
2023-08-01 17:25:00,1.075375,1.075195,1.075175,1.075415,0,0.0751949999999999,0.0753649999999999,-0.9244950000000001,-1.924455,-3.924465,1.075195
2023-08-01 17:26:00,1.075195,1.075435,1.075195,1.075475,0,0.07543499999999992,0.0751949999999999,-0.9246350000000001,-1.924495,-3.924455,1.075175
2023-08-01 17:27:00,1.075395,1.075415,1.075335,1.075425,0,0.07541500000000001,0.07543499999999992,-0.9248050000000001,-1.924635,-3.9244950000000003,1.075195
2023-08-01 17:28:00,1.075445,1.075415,1.075375,1.075465,0,0.07541500000000001,0.07541500000000001,-0.9245650000000001,-1.924805,-3.9246350000000003,1.075175
2023-08-01 17:29:00,1.075415,1.075285,1.075285,1.075485,0,0.07528500000000005,0.07541500000000001,-0.924585,-1.924565,-3.924805,1.075255
2023-08-01 17:30:00,1.075225,1.075195,1.075105,1.075235,0,0.0751949999999999,0.07528500000000005,-0.924585,-1.924585,-3.9245650000000003,1.075325
2023-08-01 17:31:00,1.075175,1.075175,1.075145,1.075275,0,0.07517499999999999,0.0751949999999999,-0.924715,-1.924585,-3.924585,1.075345
2023-08-01 17:32:00,1.075185,1.075195,1.075075,1.075205,0,0.0751949999999999,0.07517499999999999,-0.9248050000000001,-1.924715,-3.924585,1.075325
2023-08-01 17:33:00,1.075205,1.075175,1.075125,1.075265,0,0.07517499999999999,0.0751949999999999,-0.924825,-1.924805,-3.924715,1.075345
2023-08-01 17:34:00,1.075175,1.075255,1.075135,1.075325,0,0.07525500000000007,0.07517499999999999,-0.9248050000000001,-1.924825,-3.924805,1.075515
2023-08-01 17:35:00,1.075255,1.075325,1.075235,1.075335,0,0.07532500000000009,0.07525500000000007,-0.924825,-1.924805,-3.9248250000000002,1.075295
2023-08-01 17:36:00,1.075365,1.075345,1.075205,1.075365,0,0.075345,0.07532500000000009,-0.9247449999999999,-1.924825,-3.924805,1.075315
2023-08-01 17:37:00,1.075345,1.075325,1.075315,1.075455,0,0.07532500000000009,0.075345,-0.9246749999999999,-1.924745,-3.9248250000000002,1.075255
2023-08-01 17:38:00,1.075325,1.075345,1.075295,1.075405,0,0.075345,0.07532500000000009,-0.924655,-1.924675,-3.9247449999999997,1.075415
2023-08-01 17:39:00,1.075345,1.075515,1.075335,1.075535,0,0.075515,0.075345,-0.9246749999999999,-1.924655,-3.9246749999999997,1.075645
2023-08-01 17:40:00,1.075515,1.075295,1.075295,1.075515,0,0.07529499999999989,0.075515,-0.924655,-1.924675,-3.924655,1.075645
2023-08-01 17:41:00,1.075275,1.075315,1.075175,1.075315,0,0.07531500000000002,0.07529499999999989,-0.924485,-1.924655,-3.9246749999999997,1.075765
2023-08-01 17:42:00,1.075295,1.075255,1.075185,1.075295,0,0.07525500000000007,0.07531500000000002,-0.9247050000000001,-1.924485,-3.924655,1.075755
2023-08-01 17:43:00,1.075305,1.075415,1.075295,1.075435,0,0.07541500000000001,0.07525500000000007,-0.924685,-1.924705,-3.924485,1.075765
2023-08-01 17:44:00,1.075405,1.075645,1.075405,1.075645,0,0.07564499999999996,0.07541500000000001,-0.9247449999999999,-1.924685,-3.9247050000000003,1.075795
2023-08-01 17:45:00,1.075635,1.075645,1.075615,1.075685,0,0.07564499999999996,0.07564499999999996,-0.924585,-1.924745,-3.924685,1.075965
2023-08-01 17:46:00,1.075645,1.075765,1.075615,1.075765,0,0.07576500000000008,0.07564499999999996,-0.924355,-1.924585,-3.9247449999999997,1.076155
2023-08-01 17:47:00,1.075775,1.075755,1.075675,1.075825,0,0.07575500000000002,0.07576500000000008,-0.924355,-1.924355,-3.924585,1.075955
2023-08-01 17:48:00,1.075765,1.075765,1.075685,1.075815,0,0.07576500000000008,0.07575500000000002,-0.9242349999999999,-1.924355,-3.9243550000000003,1.076135
2023-08-01 17:49:00,1.075765,1.075795,1.075725,1.075825,0,0.07579500000000006,0.07576500000000008,-0.924245,-1.924235,-3.9243550000000003,1.076285
2023-08-01 17:50:00,1.075795,1.075965,1.075785,1.076045,0,0.07596500000000006,0.07579500000000006,-0.9242349999999999,-1.924245,-3.924235,1.076085
2023-08-01 17:51:00,1.075965,1.076155,1.075965,1.076185,0,0.07615499999999997,0.07596500000000006,-0.9242049999999999,-1.924235,-3.924245,1.075905
2023-08-01 17:52:00,1.076165,1.075955,1.075945,1.076165,0,0.075955,0.07615499999999997,-0.9240349999999999,-1.924205,-3.924235,1.075955
2023-08-01 17:53:00,1.075975,1.076135,1.075975,1.076165,0,0.07613500000000006,0.075955,-0.923845,-1.924035,-3.9242049999999997,1.075985
2023-08-01 17:54:00,1.076115,1.076285,1.076065,1.076285,0,0.07628499999999994,0.07613500000000006,-0.924045,-1.923845,-3.924035,1.076155
2023-08-01 17:55:00,1.076295,1.076085,1.076085,1.076335,0,0.07608499999999996,0.07628499999999994,-0.9238649999999999,-1.924045,-3.923845,1.076195
2023-08-01 17:56:00,1.076095,1.075905,1.075885,1.076115,0,0.07590499999999989,0.07608499999999996,-0.9237150000000001,-1.923865,-3.924045,1.076105
2023-08-01 17:57:00,1.075885,1.075955,1.075865,1.075995,0,0.075955,0.07590499999999989,-0.923915,-1.923715,-3.923865,1.075995
2023-08-01 17:58:00,1.075955,1.075985,1.075905,1.076015,0,0.07598499999999997,0.075955,-0.9240950000000001,-1.923915,-3.923715,1.076225
2023-08-01 17:59:00,1.075985,1.076155,1.075985,1.076195,0,0.07615499999999997,0.07598499999999997,-0.924045,-1.924095,-3.923915,1.076195
2023-08-01 18:00:00,1.076165,1.076195,1.076115,1.076265,0,0.07619500000000001,0.07615499999999997,-0.924015,-1.924045,-3.9240950000000003,1.076195
2023-08-01 18:01:00,1.076205,1.076105,1.076055,1.076215,0,0.07610500000000009,0.07619500000000001,-0.923845,-1.924015,-3.924045,1.076265
2023-08-01 18:02:00,1.076095,1.075995,1.075985,1.076105,0,0.07599500000000003,0.07610500000000009,-0.923805,-1.923845,-3.924015,1.076365
2023-08-01 18:03:00,1.075995,1.076225,1.075955,1.076235,0,0.07622499999999999,0.07599500000000003,-0.9238949999999999,-1.923805,-3.923845,1.076405
2023-08-01 18:04:00,1.076225,1.076195,1.076115,1.076225,0,0.07619500000000001,0.07622499999999999,-0.924005,-1.923895,-3.9238049999999998,1.076345
2023-08-01 18:05:00,1.076195,1.076195,1.076165,1.076305,0,0.07619500000000001,0.07619500000000001,-0.923775,-1.924005,-3.923895,1.076265
2023-08-01 18:06:00,1.076195,1.076265,1.076115,1.076325,0,0.07626500000000003,0.07619500000000001,-0.923805,-1.923775,-3.924005,1.076505
2023-08-01 18:07:00,1.076265,1.076365,1.076245,1.076395,0,0.07636500000000002,0.07626500000000003,-0.923805,-1.923805,-3.923775,1.076595
2023-08-01 18:08:00,1.076375,1.076405,1.076335,1.076425,0,0.07640500000000006,0.07636500000000002,-0.923735,-1.923805,-3.9238049999999998,1.076625
2023-08-01 18:09:00,1.076415,1.076345,1.076315,1.076415,0,0.07634500000000011,0.07640500000000006,-0.923635,-1.923735,-3.9238049999999998,1.076435
2023-08-01 18:10:00,1.076345,1.076265,1.076135,1.076355,0,0.07626500000000003,0.07634500000000011,-0.9235949999999999,-1.923635,-3.9237349999999998,1.076195
2023-08-01 18:11:00,1.076255,1.076505,1.076255,1.076515,0,0.07650500000000005,0.07626500000000003,-0.9236549999999999,-1.923595,-3.923635,1.076065
2023-08-01 18:12:00,1.076485,1.076595,1.076485,1.076595,0,0.07659499999999997,0.07650500000000005,-0.923735,-1.923655,-3.9235949999999997,1.076095
2023-08-01 18:13:00,1.076595,1.076625,1.076505,1.076625,0,0.07662499999999994,0.07659499999999997,-0.923495,-1.923735,-3.923655,1.075975
2023-08-01 18:14:00,1.076575,1.076435,1.076415,1.076675,0,0.07643500000000003,0.07662499999999994,-0.923405,-1.923495,-3.9237349999999998,1.075975
2023-08-01 18:15:00,1.076435,1.076195,1.076105,1.076435,0,0.07619500000000001,0.07643500000000003,-0.9233750000000001,-1.923405,-3.923495,1.076125
2023-08-01 18:16:00,1.076195,1.076065,1.076045,1.076195,0,0.07606500000000005,0.07619500000000001,-0.923565,-1.923375,-3.923405,1.075795
2023-08-01 18:17:00,1.076065,1.076095,1.076065,1.076155,0,0.07609500000000002,0.07606500000000005,-0.923805,-1.923565,-3.923375,1.075815
2023-08-01 18:18:00,1.076035,1.075975,1.075875,1.076045,0,0.0759749999999999,0.07609500000000002,-0.923935,-1.923805,-3.923565,1.075775
2023-08-01 18:19:00,1.075965,1.075975,1.075915,1.075985,0,0.0759749999999999,0.0759749999999999,-0.923905,-1.923935,-3.9238049999999998,1.075705
2023-08-01 18:20:00,1.075975,1.076125,1.075965,1.076125,0,0.076125,0.0759749999999999,-0.9240250000000001,-1.923905,-3.923935,1.075655
2023-08-01 18:21:00,1.076145,1.075795,1.075795,1.076155,0,0.07579500000000006,0.076125,-0.9240250000000001,-1.924025,-3.923905,1.075565
2023-08-01 18:22:00,1.075785,1.075815,1.075755,1.075855,0,0.07581499999999997,0.07579500000000006,-0.923875,-1.924025,-3.9240250000000003,1.075655
2023-08-01 18:23:00,1.075815,1.075775,1.075755,1.075955,0,0.07577499999999993,0.07581499999999997,-0.9242049999999999,-1.923875,-3.9240250000000003,1.075705
2023-08-01 18:24:00,1.075775,1.075705,1.075665,1.075795,0,0.07570499999999991,0.07577499999999993,-0.924185,-1.924205,-3.923875,1.075725
2023-08-01 18:25:00,1.075705,1.075655,1.075645,1.075715,0,0.07565500000000003,0.07570499999999991,-0.9242250000000001,-1.924185,-3.9242049999999997,1.075655
2023-08-01 18:26:00,1.075645,1.075565,1.075565,1.075675,0,0.0755650000000001,0.07565500000000003,-0.9242950000000001,-1.924225,-3.924185,1.075735
2023-08-01 18:27:00,1.075545,1.075655,1.075505,1.075655,0,0.07565500000000003,0.0755650000000001,-0.924345,-1.924295,-3.924225,1.075725
2023-08-01 18:28:00,1.075655,1.075705,1.075635,1.075735,0,0.07570499999999991,0.07565500000000003,-0.9244349999999999,-1.924345,-3.924295,1.075765
2023-08-01 18:29:00,1.075715,1.075725,1.075655,1.075755,0,0.07572500000000004,0.07570499999999991,-0.924345,-1.924435,-3.9243449999999998,1.075895
2023-08-01 18:30:00,1.075715,1.075655,1.075565,1.075715,0,0.07565500000000003,0.07572500000000004,-0.9242950000000001,-1.924345,-3.924435,1.075995
2023-08-01 18:31:00,1.075655,1.075735,1.075615,1.075735,0,0.07573500000000011,0.07565500000000003,-0.924275,-1.924295,-3.9243449999999998,1.075965
2023-08-01 18:32:00,1.075785,1.075725,1.075695,1.075785,0,0.07572500000000004,0.07573500000000011,-0.924345,-1.924275,-3.924295,1.075975
2023-08-01 18:33:00,1.075725,1.075765,1.075605,1.075775,0,0.07576500000000008,0.07572500000000004,-0.9242649999999999,-1.924345,-3.9242749999999997,1.076075
2023-08-01 18:34:00,1.075755,1.075895,1.075745,1.075965,0,0.07589500000000005,0.07576500000000008,-0.924275,-1.924265,-3.9243449999999998,1.076145
2023-08-01 18:35:00,1.075895,1.075995,1.075885,1.075995,0,0.07599500000000003,0.07589500000000005,-0.9242349999999999,-1.924275,-3.924265,1.076155
2023-08-01 18:36:00,1.075985,1.075965,1.075885,1.076025,0,0.07596500000000006,0.07599500000000003,-0.924105,-1.924235,-3.9242749999999997,1.076095
2023-08-01 18:37:00,1.075965,1.075975,1.075935,1.076045,0,0.0759749999999999,0.07596500000000006,-0.924005,-1.924105,-3.924235,1.076145
2023-08-01 18:38:00,1.075975,1.076075,1.075915,1.076095,0,0.07607499999999989,0.0759749999999999,-0.9240349999999999,-1.924005,-3.924105,1.076025
2023-08-01 18:39:00,1.076075,1.076145,1.076035,1.076195,0,0.07614499999999991,0.07607499999999989,-0.9240250000000001,-1.924035,-3.924005,1.076045
2023-08-01 18:40:00,1.076135,1.076155,1.076115,1.076235,0,0.07615499999999997,0.07614499999999991,-0.9239250000000001,-1.924025,-3.924035,1.076075
2023-08-01 18:41:00,1.076145,1.076095,1.076045,1.076145,0,0.07609500000000002,0.07615499999999997,-0.9238550000000001,-1.923925,-3.9240250000000003,1.076185
2023-08-01 18:42:00,1.076085,1.076145,1.075965,1.076165,0,0.07614499999999991,0.07609500000000002,-0.923845,-1.923855,-3.923925,1.076045
2023-08-01 18:43:00,1.076145,1.076025,1.075985,1.076155,0,0.07602500000000001,0.07614499999999991,-0.923905,-1.923845,-3.923855,1.076175
2023-08-01 18:44:00,1.076025,1.076045,1.076015,1.076135,0,0.07604499999999992,0.07602500000000001,-0.9238550000000001,-1.923905,-3.923845,1.076225
2023-08-01 18:45:00,1.076085,1.076075,1.076045,1.076135,0,0.07607499999999989,0.07604499999999992,-0.923975,-1.923855,-3.923905,1.076165
2023-08-01 18:46:00,1.076095,1.076185,1.076085,1.076185,0,0.07618499999999995,0.07607499999999989,-0.9239550000000001,-1.923975,-3.923855,1.076045
2023-08-01 18:47:00,1.076185,1.076045,1.076025,1.076265,0,0.07604499999999992,0.07618499999999995,-0.9239250000000001,-1.923955,-3.923975,1.076085
2023-08-01 18:48:00,1.076045,1.076175,1.075965,1.076175,0,0.0761750000000001,0.07604499999999992,-0.923815,-1.923925,-3.9239550000000003,1.076285
2023-08-01 18:49:00,1.076185,1.076225,1.076165,1.076225,0,0.07622499999999999,0.0761750000000001,-0.9239550000000001,-1.923815,-3.923925,1.076065
2023-08-01 18:50:00,1.076225,1.076165,1.076085,1.076235,0,0.07616500000000004,0.07622499999999999,-0.9238249999999999,-1.923955,-3.9238150000000003,1.076295
2023-08-01 18:51:00,1.076165,1.076045,1.076045,1.076165,0,0.07604499999999992,0.07616500000000004,-0.923775,-1.923825,-3.9239550000000003,1.076415
2023-08-01 18:52:00,1.076055,1.076085,1.076055,1.076145,0,0.07608499999999996,0.07604499999999992,-0.923835,-1.923775,-3.923825,1.076405
2023-08-01 18:53:00,1.076095,1.076285,1.076085,1.076305,0,0.07628499999999994,0.07608499999999996,-0.9239550000000001,-1.923835,-3.923775,1.076435
2023-08-01 18:54:00,1.076295,1.076065,1.076065,1.076295,0,0.07606500000000005,0.07628499999999994,-0.923915,-1.923955,-3.923835,1.076525
2023-08-01 18:55:00,1.076085,1.076295,1.076075,1.076305,0,0.076295,0.07606500000000005,-0.9237150000000001,-1.923915,-3.9239550000000003,1.076435
2023-08-01 18:56:00,1.076295,1.076415,1.076295,1.076415,0,0.0764149999999999,0.076295,-0.923935,-1.923715,-3.923915,1.076335
2023-08-01 18:57:00,1.076415,1.076405,1.076345,1.076425,0,0.07640500000000006,0.0764149999999999,-0.923705,-1.923935,-3.923715,1.076275
2023-08-01 18:58:00,1.076415,1.076435,1.076305,1.076435,0,0.07643500000000003,0.07640500000000006,-0.9235850000000001,-1.923705,-3.923935,1.076205
2023-08-01 18:59:00,1.076435,1.076525,1.076365,1.076545,0,0.07652499999999995,0.07643500000000003,-0.9235949999999999,-1.923585,-3.923705,1.076245
2023-08-01 19:00:00,1.076505,1.076435,1.076435,1.076505,0,0.07643500000000003,0.07652499999999995,-0.923565,-1.923595,-3.923585,1.076335
2023-08-01 19:01:00,1.076445,1.076335,1.076295,1.076485,0,0.07633500000000004,0.07643500000000003,-0.923475,-1.923565,-3.9235949999999997,1.076225
2023-08-01 19:02:00,1.076325,1.076275,1.076235,1.076325,0,0.07627500000000009,0.07633500000000004,-0.923565,-1.923475,-3.923565,1.076425
2023-08-01 19:03:00,1.076265,1.076205,1.076155,1.076265,0,0.07620500000000008,0.07627500000000009,-0.923665,-1.923565,-3.923475,1.076295
2023-08-01 19:04:00,1.076205,1.076245,1.076155,1.076315,0,0.0762449999999999,0.07620500000000008,-0.9237249999999999,-1.923665,-3.923565,1.076335
2023-08-01 19:05:00,1.076235,1.076335,1.076235,1.076335,0,0.07633500000000004,0.0762449999999999,-0.9237949999999999,-1.923725,-3.9236649999999997,1.076415
2023-08-01 19:06:00,1.076345,1.076225,1.076225,1.076345,0,0.07622499999999999,0.07633500000000004,-0.9237550000000001,-1.923795,-3.923725,1.076305
2023-08-01 19:07:00,1.076235,1.076425,1.076235,1.076445,0,0.07642499999999997,0.07622499999999999,-0.923665,-1.923755,-3.923795,1.076105
2023-08-01 19:08:00,1.076435,1.076295,1.076245,1.076505,0,0.076295,0.07642499999999997,-0.923775,-1.923665,-3.923755,1.076095
2023-08-01 19:09:00,1.076285,1.076335,1.076225,1.076355,0,0.07633500000000004,0.076295,-0.923575,-1.923775,-3.9236649999999997,1.075995
2023-08-01 19:10:00,1.076345,1.076415,1.076285,1.076525,0,0.0764149999999999,0.07633500000000004,-0.923705,-1.923575,-3.923775,1.076205
2023-08-01 19:11:00,1.076465,1.076305,1.076305,1.076465,0,0.07630500000000007,0.0764149999999999,-0.923665,-1.923705,-3.923575,1.075965
2023-08-01 19:12:00,1.076315,1.076105,1.076095,1.076325,0,0.07610500000000009,0.07630500000000007,-0.9235850000000001,-1.923665,-3.923705,1.075845
2023-08-01 19:13:00,1.076105,1.076095,1.076025,1.076125,0,0.07609500000000002,0.07610500000000009,-0.9236949999999999,-1.923585,-3.9236649999999997,1.075705
2023-08-01 19:14:00,1.076105,1.075995,1.075955,1.076105,0,0.07599500000000003,0.07609500000000002,-0.9238949999999999,-1.923695,-3.923585,1.075915
2023-08-01 19:15:00,1.075985,1.076205,1.075925,1.076225,0,0.07620500000000008,0.07599500000000003,-0.923905,-1.923895,-3.923695,1.075665
2023-08-01 19:16:00,1.076195,1.075965,1.075925,1.076195,0,0.07596500000000006,0.07620500000000008,-0.924005,-1.923905,-3.923895,1.075515
2023-08-01 19:17:00,1.075975,1.075845,1.075755,1.076015,0,0.07584499999999994,0.07596500000000006,-0.9237949999999999,-1.924005,-3.923905,1.075255
2023-08-01 19:18:00,1.075845,1.075705,1.075705,1.075875,0,0.07570499999999991,0.07584499999999994,-0.9240349999999999,-1.923795,-3.924005,1.075265
